recording,utterance,relative_json,audio_present,duration_seconds,word_count,wpm,span_wpm,articulation_wpm,aligned_word_seconds,aligned_word_occupancy,pause_seconds,pause_0_30_count,pause_0_75_count,pause_1_40_count,max_pause_seconds,mean_word_logprob,low_confidence_word_count,language_code,language_probability,text_character_count,question_mark_count,comma_count,period_count,wpm_tier,wpm_outlier
Caajis iyo Wahsi sideen soonka uga dhignay bisha cunnada iyo dabeecad xumada maxaa naga qaldan HOUyCusong8,0053,Caajis iyo Wahsi sideen soonka uga dhignay bisha cunnada iyo dabeecad xumada maxaa naga qaldan HOUyCusong8/transcripts/0053.json,True,4.8,10,125.00000000000001,132.7433628318584,232.4680356450988,2.581,0.5377083333333333,1.9390000000000005,2,1,0,1.1789999999999998,-0.527685512451806,0,som,1.0,63,0,0,2,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0001,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0001.json,True,29.7,59,119.1919191919192,120.16293279022402,205.11037719450718,17.259000000000004,0.5811111111111112,12.200999999999999,10,6,2,2.2399999999999984,-0.16355363421369212,1,som,1.0,426,0,1,7,Low,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0002,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0002.json,True,28.9,64,132.87197231833912,134.73684210526315,233.84690335545952,16.420999999999996,0.5682006920415223,12.079000000000002,9,7,2,1.7390000000000008,-0.11979034995936348,0,som,1.0,452,0,2,5,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0003,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0003.json,True,26.4,58,131.81818181818184,133.84100611514944,188.5770022759294,18.453999999999994,0.6990151515151513,7.547000000000004,5,3,1,1.6599999999999984,-0.16295266149074578,1,som,1.0,375,0,3,4,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0004,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0004.json,True,25.2,55,130.95238095238096,132.42375601926165,197.8773160640404,16.676999999999992,0.661785714285714,8.24300000000001,6,4,1,1.6610000000000014,-0.19590851735795659,1,som,1.0,372,0,2,2,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0005,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0005.json,True,26.4,60,136.36363636363637,137.9310344827586,205.74955706692575,17.497,0.6627651515151516,8.603000000000002,5,4,2,1.8190000000000008,-0.19025694803077997,1,som,1.0,385,0,3,4,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0006,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0006.json,True,28.3,64,135.68904593639576,137.14285714285714,203.59471926196917,18.860999999999997,0.6664664310954063,9.139000000000003,7,2,1,2.2410000000000014,-0.1553753216321296,0,som,1.0,430,0,2,3,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0007,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0007.json,True,29.2,56,115.06849315068494,115.94202898550724,162.32668244842762,20.69899999999998,0.7088698630136979,8.281000000000022,7,3,0,1.341000000000001,-0.2585349461200046,3,som,1.0,371,0,2,1,Low,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0008,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0008.json,True,31.7,61,115.45741324921136,118.37381545328115,196.816519681652,18.595999999999997,0.5866246056782334,12.323000000000004,9,4,2,3.2399999999999984,-0.18624225138451597,1,som,1.0,400,0,3,3,Low,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0009,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0009.json,True,28.6,52,109.0909090909091,109.93657505285412,208.83534136546186,14.94,0.5223776223776223,13.440000000000001,11,6,3,1.9799999999999998,-0.16705157155204847,0,som,1.0,355,2,3,3,Low,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0010,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0010.json,True,29.6,65,131.75675675675677,132.9198050509526,205.8482001477887,18.945999999999977,0.6400675675675668,10.395000000000024,7,4,1,1.8399999999999999,-0.2012274455169193,2,som,1.0,421,4,0,2,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0011,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0011.json,True,29.0,63,130.34482758620692,132.3529411764706,189.7590361445783,19.92,0.686896551724138,8.639999999999997,8,3,2,1.6610000000000014,-0.27962075256025903,2,som,1.0,438,2,5,4,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0012,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0012.json,True,28.3,65,137.80918727915193,139.38527519656898,218.8675009820978,17.819,0.6296466431095405,10.161000000000001,7,3,1,2.639999999999999,-0.14540847000882465,0,som,1.0,436,0,2,3,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0013,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0013.json,True,21.5,43,120.0,124.40329813395053,185.9727528292367,13.872999999999998,0.6452558139534883,6.866000000000002,5,3,1,2.021,-0.21766859145636852,1,som,1.0,288,0,3,2,Low,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0014,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0014.json,True,22.7,50,132.15859030837007,135.50135501355012,191.27773527161426,15.68400000000001,0.6909251101321591,6.4559999999999915,5,1,1,1.8009999999999984,-0.1629854534692886,0,som,1.0,313,0,1,2,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0015,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0015.json,True,29.2,58,119.17808219178082,120.58212058212058,205.11611458210555,16.965999999999987,0.5810273972602735,11.894000000000014,7,4,2,3.2390000000000008,-0.17820609028062617,1,som,1.0,374,0,4,1,Low,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0016,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0016.json,True,27.7,62,134.29602888086643,135.86559532505476,207.39254055862207,17.93699999999998,0.6475451263537899,9.443000000000021,9,2,2,1.58,-0.19139662609755514,0,som,1.0,388,2,0,2,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0017,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0017.json,True,29.3,78,159.7269624573379,161.3793103448276,283.32727933163824,16.517999999999997,0.563754266211604,12.482000000000003,10,3,2,2.4589999999999996,-0.2237300627863646,3,som,1.0,470,1,10,4,High,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0018,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0018.json,True,22.7,55,145.37444933920705,147.18344409259177,217.99445105033712,15.137999999999984,0.6668722466960345,7.283000000000016,6,3,0,1.3389999999999986,-0.1432461951327058,1,som,1.0,359,0,2,1,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0019,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0019.json,True,27.0,56,124.44444444444444,125.6544502617801,203.5870092098886,16.50399999999999,0.611259259259259,10.236000000000011,7,2,2,2.5,-0.1471735081251447,1,som,1.0,328,1,0,1,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0020,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0020.json,True,29.3,63,129.01023890784984,130.16528925619835,227.77945164206074,16.59500000000001,0.5663822525597273,12.444999999999991,7,5,2,2.76,-0.21249867654823573,2,som,1.0,408,2,2,5,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0021,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0021.json,True,24.3,64,158.02469135802468,160.13344453711426,252.4156971011635,15.213,0.6260493827160494,8.767000000000003,10,2,0,1.1389999999999993,-0.2411645767858721,3,som,1.0,393,0,4,3,High,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0022,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0022.json,True,27.8,64,138.1294964028777,139.9416909620991,207.23151645979496,18.529999999999998,0.666546762589928,8.910000000000005,8,3,0,1.3800000000000008,-0.17722824998042241,3,som,1.0,421,0,0,3,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0023,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0023.json,True,29.5,76,154.57627118644066,156.16438356164386,198.14026244894424,23.01399999999999,0.7801355932203387,6.186000000000012,5,1,0,0.8210000000000015,-0.15480846182906247,0,som,1.0,535,0,4,2,High,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0024,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0024.json,True,27.8,66,142.44604316546761,143.89012027179243,237.65228350237038,16.66300000000001,0.5993884892086335,10.857999999999992,8,6,0,1.38,-0.09910664145082326,0,som,1.0,426,0,7,4,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0025,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0025.json,True,26.7,71,159.55056179775283,163.4689178818112,251.26813731272878,16.953999999999986,0.6349812734082392,9.106000000000012,7,4,1,1.641,-0.1742327331146504,2,som,1.0,449,1,3,7,High,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0026,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0026.json,True,24.2,51,126.44628099173553,128.24811399832356,217.62321314273524,14.061,0.5810330578512397,9.799,8,3,2,2.3200000000000003,-0.17380877735684744,2,som,1.0,332,0,3,2,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0027,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0027.json,True,29.3,58,118.77133105802048,119.34156378600822,197.26772858681485,17.640999999999995,0.6020819112627984,11.519000000000007,10,4,2,1.740000000000002,-0.19245488850632833,0,som,1.0,343,0,3,2,Low,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0028,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0028.json,True,28.6,55,115.38461538461537,116.52542372881356,242.4331472230387,13.61199999999999,0.47594405594405553,14.708000000000013,12,7,4,2.2199999999999998,-0.18031422262673316,1,som,1.0,329,1,2,4,Low,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0029,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0029.json,True,27.6,64,139.1304347826087,140.75730361790255,231.82806085486595,16.564,0.6001449275362318,10.717,10,4,2,1.6799999999999997,-0.21675867068643093,2,som,1.0,414,0,9,2,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0030,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0030.json,True,27.9,77,165.59139784946237,167.51269035532997,274.0051005278456,16.860999999999983,0.6043369175627235,10.719000000000015,10,2,2,2.8009999999999984,-0.1987657208063535,2,som,1.0,439,0,1,8,High,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0031,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0031.json,True,22.4,27,72.32142857142858,73.24020073240202,150.5996095565678,10.757000000000001,0.4802232142857144,11.361999999999998,10,5,3,2.381,-0.30967468347612154,1,som,1.0,206,1,1,4,Low,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0032,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0032.json,True,28.5,62,130.5263157894737,131.53707436087834,197.50464560658355,18.834999999999994,0.660877192982456,9.446000000000007,7,4,2,1.641,-0.12239027576208004,0,som,1.0,418,0,1,4,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0033,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0033.json,True,24.4,56,137.7049180327869,139.41908713692948,268.5421994884911,12.511999999999999,0.5127868852459017,11.588000000000001,9,4,2,2.7609999999999992,-0.19675954398504245,2,som,1.0,337,2,2,2,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0034,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0034.json,True,28.0,74,158.57142857142856,159.94236311239192,236.66115878684505,18.761,0.6700357142857143,8.999000000000002,7,3,1,1.6999999999999993,-0.134291093667902,0,som,1.0,411,0,0,1,High,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0035,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0035.json,True,27.4,76,166.42335766423358,169.01408450704224,243.35574767851423,18.738,0.6838686131386862,8.242,6,3,0,1.1210000000000004,-0.13833618672783468,1,som,1.0,471,0,0,6,High,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0036,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0036.json,True,29.4,70,142.85714285714286,144.03292181069958,225.10451280951864,18.658000000000005,0.6346258503401363,10.501999999999997,8,5,1,2.341,-0.15074146796784202,0,som,1.0,477,0,8,3,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0037,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0037.json,True,27.2,48,105.88235294117646,106.82492581602374,203.69191597708462,14.139000000000003,0.5198161764705883,12.820999999999996,11,5,1,3.601000000000001,-0.15718808548157795,1,som,1.0,293,0,0,3,Low,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0038,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0038.json,True,28.5,51,107.36842105263158,108.51063829787235,184.54857969965616,16.581000000000007,0.5817894736842107,11.618999999999994,13,4,1,2.161,-0.17993425996624787,0,som,1.0,312,1,7,2,Low,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0039,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0039.json,True,28.6,66,138.46153846153845,139.43661971830986,217.64220939818637,18.194999999999997,0.636188811188811,10.205000000000004,7,3,1,3.141,-0.15269795385873428,1,som,1.0,453,0,3,1,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0040,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0040.json,True,23.9,68,170.71129707112974,172.4429416737109,253.99987549025695,16.06300000000001,0.6720920502092055,7.596999999999991,8,2,0,0.8600000000000001,-0.3354957236644643,6,som,1.0,424,0,3,1,High,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0041,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0041.json,True,30.0,55,110.0,111.03633916554509,225.22522522522524,14.651999999999997,0.4883999999999999,15.068000000000003,8,4,3,6.52,-0.19745396334550852,2,som,1.0,344,0,1,3,Low,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0042,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0042.json,True,28.0,65,139.2857142857143,140.591204037491,248.07582214871817,15.721000000000007,0.561464285714286,12.018999999999991,10,5,2,1.7410000000000005,-0.24843972048614943,3,som,1.0,397,0,2,5,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0043,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0043.json,True,24.3,65,160.49382716049382,162.50677111546315,255.8719328172154,15.242000000000012,0.62724279835391,8.756999999999987,6,3,1,1.7189999999999994,-0.14508040703611524,1,som,1.0,388,1,3,2,High,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0044,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0044.json,True,22.0,63,171.8181818181818,173.8730450781969,338.0432838490432,11.181999999999999,0.5082727272727272,10.558,6,3,3,2.54,-0.32563392008161535,7,som,1.0,380,1,3,6,High,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0045,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0045.json,True,30.0,77,154.0,156.61016949152543,239.5768512756689,19.284000000000002,0.6428,10.216,10,3,1,1.8999999999999986,-0.1549242060918631,3,som,1.0,460,1,2,4,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0046,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0046.json,True,28.6,66,138.46153846153845,139.92438429737464,218.99021180113922,18.083,0.6322727272727272,10.218000000000005,10,2,2,2.1209999999999987,-0.21509371895166868,2,som,1.0,434,0,2,3,Medium,False
Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k,0047,Caalamka oo dhan Maxaanan loo jelayn Dumarka Saan ah . Fandhaal Podcast 59 -123k/transcripts/0047.json,True,18.8,43,137.23404255319147,139.91323210412148,207.3121735636801,12.445000000000006,0.6619680851063833,5.994999999999994,4,2,1,1.7389999999999999,-0.23914580411697284,2,som,1.0,311,0,2,3,Medium,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0001,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0001.json,True,30.0,71,142.0,143.43434343434345,207.92659117532202,20.48800000000001,0.6829333333333337,9.21199999999999,9,3,0,0.9600000000000009,-0.18590596673290255,4,som,1.0,504,0,6,5,Medium,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0002,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0002.json,True,25.0,64,153.6,155.71144722436236,232.4595919849869,16.519000000000005,0.6607600000000002,8.141999999999996,7,3,1,1.4800000000000004,-0.13314189651346986,1,som,1.0,386,0,2,3,Medium,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0003,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0003.json,True,23.4,69,176.92307692307693,179.06574394463667,230.98811582882337,17.922999999999995,0.7659401709401708,5.197000000000008,5,0,0,0.5810000000000004,-0.09101342024282502,0,som,1.0,461,0,5,4,High,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0004,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0004.json,True,40.0,96,144.0,146.1150148398062,197.54441319706413,29.158000000000023,0.7289500000000005,10.262999999999975,10,3,0,0.859,-0.14090473318889588,0,som,1.0,676,0,6,2,Medium,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0005,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0005.json,True,30.0,88,176.0,178.01753202966958,252.37799340375676,20.92100000000002,0.6973666666666674,8.73899999999998,7,2,1,1.4599999999999973,-0.2106578199080811,2,som,1.0,539,0,3,4,High,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0006,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0006.json,True,26.9,78,173.97769516728624,176.2048192771084,217.45190967382217,21.522,0.8000743494423792,5.038000000000002,4,0,0,0.4400000000000004,-0.19067936719823766,1,som,1.0,523,0,0,1,High,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0007,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0007.json,True,25.1,61,145.81673306772907,147.34299516908212,208.70160232650974,17.536999999999992,0.698685258964143,7.30300000000001,5,2,2,1.4410000000000007,-0.27263540604487774,2,som,1.0,378,0,1,0,Medium,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0008,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0008.json,True,33.5,94,168.3582089552239,170.18708509354255,219.7887845368459,25.660999999999987,0.7659999999999996,7.479000000000013,5,1,0,0.7799999999999994,-0.178779074986054,2,som,1.0,600,0,0,7,High,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0009,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0009.json,True,20.8,72,207.69230769230768,209.70873786407768,279.3765763435297,15.463000000000001,0.7434134615384616,5.136999999999999,4,1,0,0.8010000000000002,-0.16026868655819465,1,som,1.0,422,0,1,3,High,True
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0010,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0010.json,True,28.3,66,139.92932862190813,141.42857142857144,194.67112378330555,20.34199999999999,0.7187985865724379,7.658000000000008,9,1,0,0.8200000000000003,-0.1436007991106943,0,som,1.0,496,0,10,2,Medium,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0011,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0011.json,True,34.9,87,149.5702005730659,151.04166666666666,227.97746429663275,22.897000000000002,0.6560744985673354,11.663000000000002,11,4,1,1.6410000000000018,-0.14773958876438145,2,som,1.0,545,0,4,3,Medium,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0012,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0012.json,True,29.0,80,165.51724137931035,167.71488469601678,257.48310267138726,18.641999999999992,0.6428275862068963,9.978000000000009,10,3,0,1.1389999999999993,-0.21073681615408385,2,som,1.0,488,0,1,2,High,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0013,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0013.json,True,26.2,71,162.59541984732826,165.7587548638132,201.8670331232526,21.103,0.8054580152671756,4.5969999999999995,3,0,0,0.43999999999999995,-0.1890671517602521,0,som,1.0,472,0,5,0,High,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0014,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0014.json,True,23.9,66,165.69037656903768,167.93180950765446,249.60605105578315,15.865,0.6638075313807532,7.716,6,2,1,1.5,-0.2995190977728899,4,som,1.0,420,0,6,3,High,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0015,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0015.json,True,34.9,109,187.39255014326648,189.01187826941415,258.99964357847216,25.250999999999998,0.7235243553008596,9.350000000000005,7,1,0,0.8009999999999984,-0.20336952062638833,4,som,1.0,710,0,4,3,High,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0016,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0016.json,True,25.9,72,166.79536679536682,170.8860759493671,229.81168209383966,18.79800000000001,0.7257915057915062,6.48199999999999,4,2,0,1.221,-0.2126304411108673,1,som,1.0,441,0,5,1,High,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0017,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0017.json,True,25.3,64,151.77865612648222,153.47721822541968,205.79881022562842,18.658999999999995,0.7375098814229247,6.361000000000005,6,1,0,0.9200000000000017,-0.2367824971037425,1,som,1.0,406,0,0,3,Medium,False
Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k,0018,Cadowgaada 1aad Fandhaal Podcast 131 Xalaqo muhiim ah-129k/transcripts/0018.json,True,25.7,82,191.4396887159533,193.8457901579922,255.29265255292646,19.272000000000006,0.7498832684824905,6.108999999999994,6,1,0,0.9600000000000004,-0.25077214371511297,6,som,1.0,544,0,3,3,High,False
